Item ID,Name,Description,Tag 1,Tag 2,Tag 3
0x0803d,Treacherous,A song by Taylor Swift,Taylor Swift,Music,Song
0x0803e,I Knew You Were Trouble,A song by Taylor Swift,Taylor Swift,Music,Song
0x0803f,All Too Well,A song by Taylor Swift,Taylor Swift,Music,Song
0x08040,22,A song by Taylor Swift,Taylor Swift,Music,Song
0x08041,I Almost Do,A song by Taylor Swift,Taylor Swift,Music,Song
0x08042,We Are Never Ever Getting Back Together,A song by Taylor Swift,Taylor Swift,Music,Song
0x08043,Stay Stay Stay,A song by Taylor Swift,Taylor Swift,Music,Song
0x08044,The Last Time (featuring Gary Lightbody),A song by Taylor Swift,Taylor Swift,Music,Song
0x08045,Holy Ground,A song by Taylor Swift,Taylor Swift,Music,Song
0x08046,Sad Beautiful Tragic,A song by Taylor Swift,Taylor Swift,Music,Song
0x08047,The Lucky One,A song by Taylor Swift,Taylor Swift,Music,Song
0x08048,Everything Has Changed (featuring Ed Sheeran),A song by Taylor Swift,Taylor Swift,Music,Song
0x08049,Starlight,A song by Taylor Swift,Taylor Swift,Music,Song
0x0804a,Begin Again,A song by Taylor Swift,Taylor Swift,Music,Song
0x0804b,The Moment I Knew,A song by Taylor Swift,Taylor Swift,Music,Song
0x0804c,Come Back… Be Here,A song by Taylor Swift,Taylor Swift,Music,Song
0x0804d,Girl at Home,A song by Taylor Swift,Taylor Swift,Music,Song
0x0804e,Welcome to New York,A song by Taylor Swift,Taylor Swift,Music,Song
0x0804f,Blank Space,A song by Taylor Swift,Taylor Swift,Music,Song
0x08050,Style,A song by Taylor Swift,Taylor Swift,Music,Song
0x08051,Out of the Woods,A song by Taylor Swift,Taylor Swift,Music,Song
0x08052,All You Had to Do Was Stay,A song by Taylor Swift,Taylor Swift,Music,Song
0x08053,Shake It Off,A song by Taylor Swift,Taylor Swift,Music,Song
0x08054,I Wish You Would,A song by Taylor Swift,Taylor Swift,Music,Song
0x08055,Bad Blood,A song by Taylor Swift,Taylor Swift,Music,Song
0x08056,Wildest Dreams,A song by Taylor Swift,Taylor Swift,Music,Song
0x08057,How You Get the Girl,A song by Taylor Swift,Taylor Swift,Music,Song
0x08058,This Love,A song by Taylor Swift,Taylor Swift,Music,Song
0x08059,I Know Places,A song by Taylor Swift,Taylor Swift,Music,Song
0x0805a,Clean,A song by Taylor Swift,Taylor Swift,Music,Song
0x0805b,Wonderland,A song by Taylor Swift,Taylor Swift,Music,Song
0x0805c,You Are in Love,A song by Taylor Swift,Taylor Swift,Music,Song
0x0805d,New Romantics,A song by Taylor Swift,Taylor Swift,Music,Song
0x0805e,…Ready for It?,A song by Taylor Swift,Taylor Swift,Music,Song
0x0805f,End Game (featuring Ed Sheeran and Future),A song by Taylor Swift,Taylor Swift,Music,Song
0x08060,I Did Something Bad,A song by Taylor Swift,Taylor Swift,Music,Song
0x08061,Don’t Blame Me,A song by Taylor Swift,Taylor Swift,Music,Song
0x08062,Delicate,A song by Taylor Swift,Taylor Swift,Music,Song
0x08063,Look What You Made Me Do,A song by Taylor Swift,Taylor Swift,Music,Song
0x08064,So It Goes…,A song by Taylor Swift,Taylor Swift,Music,Song
0x08065,Gorgeous,A song by Taylor Swift,Taylor Swift,Music,Song
0x08066,Getaway Car,A song by Taylor Swift,Taylor Swift,Music,Song
0x08067,King of My Heart,A song by Taylor Swift,Taylor Swift,Music,Song
0x08068,Dancing with Our Hands Tied,A song by Taylor Swift,Taylor Swift,Music,Song
0x08069,Dress,A song by Taylor Swift,Taylor Swift,Music,Song
0x0806a,This Is Why We Can’t Have Nice Things,A song by Taylor Swift,Taylor Swift,Music,Song
0x0806b,Call It What You Want,A song by Taylor Swift,Taylor Swift,Music,Song
0x0806c,New Year’s Day,A song by Taylor Swift,Taylor Swift,Music,Song
0x0806d,I Forgot That You Existed,A song by Taylor Swift,Taylor Swift,Music,Song
0x0806e,Cruel Summer,A song by Taylor Swift,Taylor Swift,Music,Song
0x0806f,Lover,A song by Taylor Swift,Taylor Swift,Music,Song
0x08070,The Man,A song by Taylor Swift,Taylor Swift,Music,Song
0x08071,The Archer,A song by Taylor Swift,Taylor Swift,Music,Song
0x08072,I Think He Knows,A song by Taylor Swift,Taylor Swift,Music,Song
0x08073,Miss Americana & The Heartbreak Prince,A song by Taylor Swift,Taylor Swift,Music,Song
0x08074,Paper Rings,A song by Taylor Swift,Taylor Swift,Music,Song
0x08075,Cornelia Street,A song by Taylor Swift,Taylor Swift,Music,Song
0x08076,Death By A Thousand Cuts,A song by Taylor Swift,Taylor Swift,Music,Song
0x08077,London Boy,A song by Taylor Swift,Taylor Swift,Music,Song
0x08078,Soon You’ll Get Better Ft. Dixie Chicks,A song by Taylor Swift,Taylor Swift,Music,Song
0x08079,False God,A song by Taylor Swift,Taylor Swift,Music,Song
0x0807a,You Need to Calm Down,A song by Taylor Swift,Taylor Swift,Music,Song
0x0807b,Afterglow,A song by Taylor Swift,Taylor Swift,Music,Song
0x0807c,ME! Ft. Brendon Urie,A song by Taylor Swift,Taylor Swift,Music,Song
0x0807d,It’s Nice to Have a Friend,A song by Taylor Swift,Taylor Swift,Music,Song
0x0807e,Daylight,A song by Taylor Swift,Taylor Swift,Music,Song
0x0807f,The 1,A song by Taylor Swift,Taylor Swift,Music,Song
0x08080,Cardigan,A song by Taylor Swift,Taylor Swift,Music,Song
0x08081,The Last Great American Dynasty,A song by Taylor Swift,Taylor Swift,Music,Song
0x08082,Exile Ft. Bon Iver,A song by Taylor Swift,Taylor Swift,Music,Song
0x08083,My Tears Ricochet,A song by Taylor Swift,Taylor Swift,Music,Song
0x08084,Mirrorball,A song by Taylor Swift,Taylor Swift,Music,Song
0x08085,Seven,A song by Taylor Swift,Taylor Swift,Music,Song
0x08086,August,A song by Taylor Swift,Taylor Swift,Music,Song
0x08087,This is Me Trying,A song by Taylor Swift,Taylor Swift,Music,Song
0x08088,Illicit Affairs,A song by Taylor Swift,Taylor Swift,Music,Song
0x08089,Invisible String,A song by Taylor Swift,Taylor Swift,Music,Song
0x0808a,Mad Woman,A song by Taylor Swift,Taylor Swift,Music,Song
0x0808b,Epiphany,A song by Taylor Swift,Taylor Swift,Music,Song
0x0808c,Betty,A song by Taylor Swift,Taylor Swift,Music,Song
0x0808d,Peace,A song by Taylor Swift,Taylor Swift,Music,Song
0x0808e,Hoax,A song by Taylor Swift,Taylor Swift,Music,Song
